fullID,name,registeredNumber,pricePerUnit,purchaseDate,setLocation,assetID,note
พ.5820-018-0034/62,"เครื่องมือพิเศษ \ อุปกรณ์จัดการจอภาพ/รุ่น 68D อุปกรณ์ส่งภาพ HDMI Wifi (1 set) ส่งภาพแบบไร้สาย , สามารถแสดงจอภาพหน้าจอคอมฯ แท็บเล็ต โทรศัพท์ 1-4 เครื่องพร้อมกัน , มี USB Sander , รองรับจอสัมผัส , มีซอฟแวร์ Interactive Whiteboard , บันทึก file ในเครื่องรับ , ติดตั้ง Android Application",-,"33,972.50",5/10/2562,กอง 2,,กอง 2 ห้องLAB
พ.5820-018-0048/63,เครื่องมือพิเศษ \ เครื่องถอดรหัสข้อมูล,-,"212,500.00",9/25/2563,กอง 2,,ก.2
พ.5820-005-0088/61,"เครื่องรับโทรทัศน์ \ เครื่องรับโทรทัศน์ LED 55"" ยี่ห้อ SAMSUNG UA55MU6100KXXT+ พร้อมอุปกรณ์ขาแขวน LCD/LED (32""-50"")",-,"20,630.00",6/18/2561,กอง 2,,กอง 2 ห้องปฏิบัติการ
พ.5820-005-0089/61,"เครื่องรับโทรทัศน์ \ เครื่องรับโทรทัศน์ LED 55"" ยี่ห้อ SAMSUNG UA55MU6100KXXT+ พร้อมอุปกรณ์ขาแขวน LCD/LED (32""-50"")",-,"20,630.00",6/18/2561,กอง 2,,กอง 2 ห้องปฏิบัติการ
พ.5820-005-0093/61,เครื่องรับโทรทัศน์ \ โทรทัศน์ขนาด 55 นิ้ว LED 4K Smart TV SAMSUNG รุ่น UA55NU7100K,-,"20,000.00",10/16/2561,กอง 2,,กอง 2 ห้อง สวพ.
พ.5820-005-0094/61,เครื่องรับโทรทัศน์ \ โทรทัศน์ขนาด 55 นิ้ว LED 4K Smart TV SAMSUNG รุ่น UA55NU7100K,-,"20,000.00",10/16/2561,กอง 2,,กอง 2 สปก.2
พ.5820-005-0095/61,เครื่องรับโทรทัศน์ \ โทรทัศน์ขนาด 55 นิ้ว LED 4K Smart TV SAMSUNG รุ่น UA55NU7100K,-,"20,000.00",10/16/2561,กอง 2,,กอง 2 สปก.1
พ.5820-005-0096/61,เครื่องรับโทรทัศน์ \ โทรทัศน์ขนาด 55 นิ้ว LED 4K Smart TV SAMSUNG รุ่น UA55NU7100K,-,"20,000.00",10/16/2561,กอง 2,,กอง 2 ห้อง ผอก.2
พ.5820-005-0097/62,เครื่องรับโทรทัศน์ \ โทรทัศน์ขนาด 55 นิ้ว LED Smart TV Samsung รุ่น UA55NU7100K S/N:05DH3NNKB00201+ขาแขวนทีวี แบบก้ม-เงย รุ่น SM306W,-,"17,750.00",5/10/2562,กอง 2,,กอง 2 ห้องปฏิบัติการ
พ.5820-005-0098/62,เครื่องรับโทรทัศน์ \ โทรทัศน์ขนาด 55 นิ้ว LED Smart TV Samsung รุ่น UA55NU7100K S/N:05DH3NEK902740+ขาแขวนทีวี แบบก้ม-เงย รุ่น SM306W,-,"17,750.00",5/10/2562,กอง 2,,กอง 2 ห้องปฏิบัติการ
พ.5820-005-0099/62,เครื่องรับโทรทัศน์ \ โทรทัศน์ขนาด 55 นิ้ว LED Smart TV Samsung รุ่น UA55NU7100K S/N:05DH3NNKB00083+ขาแขวนทีวี แบบล้อเลื่อน รุ่น SM7000STA,-,"22,900.00",5/10/2562,กอง 2,,กอง 2 สวพ.ห้องปฏิบัติการ
พ.7440-010-0035/62,เครื่องสแกนเนอร์ \ เครื่องสแกนแบบ 3 มิติ Einscan-SE:3D Scanner,-,"47,900.00",12/3/2562,กอง 2,,ก.2 ห้องปฏิบัติการ
พ.7440-015-0102/60,อุปกรณ์คอมพิวเตอร์ \ อุปกรณ์ค้นหาเส้นทางเครือข่าย (Cloud Core Router/Switch) Mikro Tix,-,"7,918.00",11/13/2560,กอง 2,,กอง 2 ส่วนปฏิบัติการที่ 1
พ.7440-015-0103/60,"อุปกรณ์คอมพิวเตอร์ \ อุปกรณ์กระจายสัญญาณไร้สาย (Access Point) Ruckus ZoneFlex R310 Unleashed,Dual band 802.11ac indoor Access Point,BeamFlex, 2x2:2,1",-,"23,112.00",11/13/2560,กอง 2,,กอง 2 ห้องLAB
